iShares Core MSCI Total International Stock ETF
Fund Holdings as of,"Oct 24, 2024"
Inception Date,"Oct 18, 2012"
Shares Outstanding,"547,900,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"PVRINOX","PVR INOX LTD","Communication","Equity","2,231,521.97","0.01","2,231,521.97","124,351.00","17.95","India","National Stock Exchange Of India","USD","84.08","INR","-"
"8227","SHIMAMURA LTD","Consumer Discretionary","Equity","2,230,710.29","0.01","2,230,710.29","43,400.00","51.40","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"TEJASNET","TEJAS NETWORKS LTD","Information Technology","Equity","2,233,226.63","0.01","2,233,226.63","145,469.00","15.35","India","National Stock Exchange Of India","USD","84.08","INR","-"
"1044","HENGAN INTERNATIONAL GROUP LTD","Consumer Staples","Equity","2,226,717.89","0.01","2,226,717.89","727,000.00","3.06","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"000568","LUZHOU LAO JIAO LTD A","Consumer Staples","Equity","2,224,433.21","0.01","2,224,433.21","116,900.00","19.03","China","Shenzhen Stock Exchange","USD","7.11","CNY","-"
"Q*","QUALITAS CONTROLADORA","Financials","Equity","2,224,684.18","0.01","2,224,684.18","323,800.00","6.87","Mexico","Bolsa Mexicana De Valores","USD","19.84","MXN","-"
"ATEA","ATEA","Information Technology","Equity","2,218,783.76","0.01","2,218,783.76","174,343.00","12.73","Norway","Oslo Bors Asa","USD","10.97","NOK","-"
"6951","JEOL LTD","Information Technology","Equity","2,221,710.22","0.01","2,221,710.22","62,500.00","35.55","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"4733","OBIC BUSINESS CONSULTANTS LTD","Information Technology","Equity","2,222,231.58","0.01","2,222,231.58","47,600.00","46.69","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"4743","ONENESS BIOTECH LTD","Health Care","Equity","2,220,074.97","0.01","2,220,074.97","516,272.00","4.30","Taiwan","Gretai Securities Market","USD","32.09","TWD","-"
"PAGS","PAGSEGURO DIGITAL LTD CLASS A","Financials","Equity","2,221,960.41","0.01","2,221,960.41","268,029.00","8.29","Brazil","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RDF","REDEFINE PROPERTIES LTD","Real Estate","Equity","2,220,212.03","0.01","2,220,212.03","7,815,985.00","0.28","South Africa","Johannesburg Stock Exchange","USD","17.71","ZAR","-"
"7762","CITIZEN WATCH LTD","Information Technology","Equity","2,215,981.17","0.01","2,215,981.17","366,300.00","6.05","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"PPH","PEPKOR HOLDINGS SHS LTD","Consumer Discretionary","Equity","2,215,522.60","0.01","2,215,522.60","1,725,214.00","1.28","South Africa","Johannesburg Stock Exchange","USD","17.71","ZAR","-"
"600547","SHANDONG GOLD-MINING LTD A","Materials","Equity","2,217,598.69","0.01","2,217,598.69","569,028.00","3.90","China","Shanghai Stock Exchange","USD","7.11","CNY","-"
"8060","CANON MARKETING JAPAN INC","Information Technology","Equity","2,211,118.43","0.01","2,211,118.43","76,600.00","28.87","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"9504","CHUGOKU ELECTRIC POWER INC","Utilities","Equity","2,212,823.38","0.01","2,212,823.38","332,000.00","6.67","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"000651","GREE ELECTRIC APPLIANCES INC OF ZH","Consumer Discretionary","Equity","2,212,052.61","0.01","2,212,052.61","332,800.00","6.65","China","Shenzhen Stock Exchange","USD","7.11","CNY","-"
"039490","KIWOOM SECURITIES LTD","Financials","Equity","2,211,242.56","0.01","2,211,242.56","22,459.00","98.46","Korea (South)","Korea Exchange (Stock Market)","USD","1,380.30","KRW","-"
"7189","NISHI-NIPPON FINANCIAL HOLDINGS IN","Financials","Equity","2,213,621.22","0.01","2,213,621.22","200,400.00","11.05","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"GOGL","GOLDEN OCEAN GROUP LTD","Industrials","Equity","2,208,254.91","0.01","2,208,254.91","206,327.00","10.70","Norway","Oslo Bors Asa","USD","10.97","NOK","-"
"600346","HENGLI PETROCHEMICAL LTD A","Materials","Equity","2,208,323.79","0.01","2,208,323.79","1,092,400.00","2.02","China","Shanghai Stock Exchange","USD","7.11","CNY","-"
"354","CHINASOFT INTERNATIONAL LTD","Information Technology","Equity","2,203,378.18","0.01","2,203,378.18","2,988,000.00","0.74","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"ILS","ILS CASH","Cash and/or Derivatives","Cash","2,206,261.14","0.01","2,206,261.14","8,371,437.00","26.35","Israel","-","USD","3.79","ILS","-"
"7180","KYUSHU FINANCIAL GROUP INC","Financials","Equity","2,203,914.09","0.01","2,203,914.09","484,300.00","4.55","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"XIOR","XIOR STUDENT HOUSING NV","Real Estate","Equity","2,205,029.55","0.01","2,205,029.55","63,323.00","34.82","Belgium","Nyse Euronext - Euronext Brussels","USD","0.93","EUR","-"
"COFB","COFINIMMO REIT SA","Real Estate","Equity","2,201,536.83","0.01","2,201,536.83","33,480.00","65.76","Belgium","Nyse Euronext - Euronext Brussels","USD","0.93","EUR","-"
"CRBN","CORBION NV CLASS C","Materials","Equity","2,202,203.12","0.01","2,202,203.12","83,179.00","26.48","Netherlands","Euronext Amsterdam","USD","0.93","EUR","-"
"8368","HYAKUGO BANK LTD","Financials","Equity","2,202,979.40","0.01","2,202,979.40","611,800.00","3.60","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"2809","KINGS TOWN BANK LTD","Financials","Equity","2,203,374.73","0.01","2,203,374.73","1,352,000.00","1.63","Taiwan","Taiwan Stock Exchange","USD","32.09","TWD","-"
"FLNG","FLEX LNG LTD","Energy","Equity","2,196,660.98","0.01","2,196,660.98","90,449.00","24.29","Norway","Oslo Bors Asa","USD","10.97","NOK","-"
"IDL","ID LOGISTICS","Industrials","Equity","2,197,127.67","0.01","2,197,127.67","4,957.00","443.24","France","Nyse Euronext - Euronext Paris","USD","0.93","EUR","-"
"YNS","YINSON HOLDINGS","Energy","Equity","2,198,363.52","0.01","2,198,363.52","3,553,340.00","0.62","Malaysia","Bursa Malaysia","USD","4.35","MYR","-"
"298380","ABL BIO INC","Health Care","Equity","2,193,354.71","0.01","2,193,354.71","79,150.00","27.71","Korea (South)","Korea Exchange (Kosdaq)","USD","1,380.30","KRW","-"
"MAP","MAPFRE SA","Financials","Equity","2,190,304.22","0.01","2,190,304.22","810,763.00","2.70","Spain","Bolsa De Madrid","USD","0.93","EUR","-"
"SEK","SEK CASH","Cash and/or Derivatives","Cash","2,188,511.69","0.01","2,188,511.69","23,161,457.00","9.45","Sweden","-","USD","10.58","SEK","-"
"KLK","KUALA LUMPUR KEPONG","Consumer Staples","Equity","2,186,056.12","0.01","2,186,056.12","450,900.00","4.85","Malaysia","Bursa Malaysia","USD","4.35","MYR","-"
"SKFINDIA","SKF INDIA LTD","Industrials","Equity","2,185,867.86","0.01","2,185,867.86","35,564.00","61.46","India","National Stock Exchange Of India","USD","84.08","INR","-"
"3374","XINTEC INC","Information Technology","Equity","2,185,672.22","0.01","2,185,672.22","327,000.00","6.68","Taiwan","Gretai Securities Market","USD","32.09","TWD","-"
"586","CHINA CONCH VENTURE HOLDINGS LTD","Industrials","Equity","2,180,402.68","0.01","2,180,402.68","2,363,000.00","0.92","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"2455","VISUAL PHOTONICS EPITAXY LTD","Information Technology","Equity","2,183,132.61","0.01","2,183,132.61","452,000.00","4.83","Taiwan","Taiwan Stock Exchange","USD","32.09","TWD","-"
"3324","AURAS TECHNOLOGY LTD","Information Technology","Equity","2,177,897.57","0.01","2,177,897.57","101,000.00","21.56","Taiwan","Gretai Securities Market","USD","32.09","TWD","-"
"FLT","FLIGHT CENTRE TRAVEL GROUP LTD","Consumer Discretionary","Equity","2,177,181.11","0.01","2,177,181.11","206,942.00","10.52","Australia","Asx - All Markets","USD","1.51","AUD","-"
"JEN","JENOPTIK N AG","Information Technology","Equity","2,177,515.52","0.01","2,177,515.52","86,553.00","25.16","Germany","Xetra","USD","0.93","EUR","-"
"078600","DAEJOO ELECTRONIC MATERIALS LTD","Information Technology","Equity","2,175,727.02","0.01","2,175,727.02","29,016.00","74.98","Korea (South)","Korea Exchange (Kosdaq)","USD","1,380.30","KRW","-"
"HAS","HAYS PLC","Industrials","Equity","2,172,829.03","0.01","2,172,829.03","2,110,459.00","1.03","United Kingdom","London Stock Exchange","USD","0.77","GBP","-"
"2607","SHANGHAI PHARMACEUTICALS HOLDING L","Health Care","Equity","2,173,454.05","0.01","2,173,454.05","1,359,800.00","1.60","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"6121","SIMPLO TECHNOLOGY LTD","Information Technology","Equity","2,175,304.99","0.01","2,175,304.99","197,200.00","11.03","Taiwan","Gretai Securities Market","USD","32.09","TWD","-"
"002142","BANK OF NINGBO LTD A","Financials","Equity","2,172,441.76","0.01","2,172,441.76","585,471.00","3.71","China","Shenzhen Stock Exchange","USD","7.11","CNY","-"
"DLEKG","DELEK GROUP LTD","Energy","Equity","2,170,728.31","0.01","2,170,728.31","18,913.00","114.77","Israel","Tel Aviv Stock Exchange","USD","3.79","ILS","-"
"010120","LS ELECTRIC LTD","Industrials","Equity","2,170,013.69","0.01","2,170,013.69","20,089.00","108.02","Korea (South)","Korea Exchange (Stock Market)","USD","1,380.30","KRW","-"
"PHM","PHARMA MAR SA","Health Care","Equity","2,171,328.01","0.01","2,171,328.01","27,623.00","78.61","Spain","Bolsa De Madrid","USD","0.93","EUR","-"
"9989","SUNDRUG LTD","Consumer Staples","Equity","2,171,390.96","0.01","2,171,390.96","85,900.00","25.28","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"2344","WINBOND ELECTRONICS CORP","Information Technology","Equity","2,170,967.68","0.01","2,170,967.68","3,492,211.00","0.62","Taiwan","Taiwan Stock Exchange","USD","32.09","TWD","-"
"600919","BANK OF JIANGSU CORPORATION LTD A","Financials","Equity","2,167,301.94","0.01","2,167,301.94","1,697,700.00","1.28","China","Shanghai Stock Exchange","USD","7.11","CNY","-"
"9793","DAISEKI LTD","Industrials","Equity","2,166,169.44","0.01","2,166,169.44","85,360.00","25.38","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"ENELCHILE","ENEL CHILE SA","Utilities","Equity","2,167,353.91","0.01","2,167,353.91","39,090,808.00","0.06","Chile","Santiago Stock Exchange","USD","946.90","CLP","-"
"JUBLPHARMA","JUBILANT PHARMOVA LTD","Health Care","Equity","2,166,402.32","0.01","2,166,402.32","164,384.00","13.18","India","National Stock Exchange Of India","USD","84.08","INR","-"
"6753","SHARP CORP","Consumer Discretionary","Equity","2,167,650.85","0.01","2,167,650.85","346,400.00","6.26","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"2579","COCA-COLA BOTTLERS JAPAN HOLDINGS","Consumer Staples","Equity","2,161,989.66","0.01","2,161,989.66","172,675.00","12.52","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"5714","DOWA HOLDINGS LTD","Materials","Equity","2,159,857.81","0.01","2,159,857.81","63,000.00","34.28","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"042660","HANWHA OCEAN LTD","Industrials","Equity","2,157,764.07","0.01","2,157,764.07","100,113.00","21.55","Korea (South)","Korea Exchange (Stock Market)","USD","1,380.30","KRW","-"
"066970","L&F LTD","Industrials","Equity","2,157,743.61","0.01","2,157,743.61","29,933.00","72.09","Korea (South)","Korea Exchange (Stock Market)","USD","1,380.30","KRW","-"
"SSL","SANDSTORM GOLD LTD","Materials","Equity","2,159,834.78","0.01","2,159,834.78","343,010.00","6.30","Canada","Toronto Stock Exchange","USD","1.38","CAD","-"
"AZZA3","AZZAS SA","Consumer Discretionary","Equity","2,154,957.06","0.01","2,154,957.06","296,217.00","7.27","Brazil","XBSP","USD","5.70","BRL","-"
"EMR","EMERALD RESOURCES","Materials","Equity","2,155,800.47","0.01","2,155,800.47","762,880.00","2.83","Australia","Asx - All Markets","USD","1.51","AUD","-"
"4902","KONICA MINOLTA INC","Information Technology","Equity","2,154,880.92","0.01","2,154,880.92","583,300.00","3.69","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"7211","MITSUBISHI MOTORS CORP","Consumer Discretionary","Equity","2,150,423.15","0.01","2,150,423.15","795,400.00","2.70","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"688256","CAMBRICON TECHNOLOGIES CORPORATION","Information Technology","Equity","2,147,399.44","0.01","2,147,399.44","36,000.00","59.65","China","Shanghai Stock Exchange","USD","7.11","CNY","-"
"1258","CHINA NONFERROUS MINING CORPORATIO","Materials","Equity","2,148,740.42","0.01","2,148,740.42","2,919,000.00","0.74","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"1560","KINIK","Industrials","Equity","2,147,562.44","0.01","2,147,562.44","203,000.00","10.58","Taiwan","Taiwan Stock Exchange","USD","32.09","TWD","-"
"IEX","INDIAN ENERGY EXCHANGE LTDINARY","Financials","Equity","2,143,586.52","0.01","2,143,586.52","977,266.00","2.19","India","National Stock Exchange Of India","USD","84.08","INR","-"
"3279","ACTIVIA PROPERTIES REIT INC","Real Estate","Equity","2,139,240.34","0.01","2,139,240.34","1,003.00","2,132.84","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"KPIL","KALPATARU PROJECTS INTERNATIONAL L","Industrials","Equity","2,141,053.42","0.01","2,141,053.42","148,026.00","14.46","India","National Stock Exchange Of India","USD","84.08","INR","-"
"8282","KS HOLDINGS CORP","Consumer Discretionary","Equity","2,141,780.66","0.01","2,141,780.66","226,100.00","9.47","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"7518","NET ONE SYSTEMS LTD","Information Technology","Equity","2,138,255.55","0.01","2,138,255.55","95,200.00","22.46","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"ECMPA","EUROCOMMERCIAL PROPERTIES NV","Real Estate","Equity","2,136,947.05","0.01","2,136,947.05","83,156.00","25.70","Netherlands","Euronext Amsterdam","USD","0.93","EUR","-"
"7030","MOBILE TELECOMMUNICATIONS","Communication","Equity","2,137,852.02","0.01","2,137,852.02","750,446.00","2.85","Saudi Arabia","Saudi Stock Exchange","USD","3.76","SAR","-"
"7956","PIGEON CORP","Consumer Staples","Equity","2,137,661.12","0.01","2,137,661.12","199,100.00","10.74","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"TIMECOM","TIME DOTCOM","Communication","Equity","2,132,710.67","0.01","2,132,710.67","1,888,600.00","1.13","Malaysia","Bursa Malaysia","USD","4.35","MYR","-"
"8056","BIPROGY INC","Information Technology","Equity","2,129,605.03","0.01","2,129,605.03","68,700.00","31.00","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"006800","DAEWOO SECURITIES","Financials","Equity","2,129,138.42","0.01","2,129,138.42","325,094.00","6.55","Korea (South)","Korea Exchange (Stock Market)","USD","1,380.30","KRW","-"
"MGL","MAHANAGAR GAS LTD","Utilities","Equity","2,128,115.77","0.01","2,128,115.77","115,964.00","18.35","India","National Stock Exchange Of India","USD","84.08","INR","-"
"4088","AIR WATER INC","Materials","Equity","2,125,245.21","0.01","2,125,245.21","168,500.00","12.61","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"BDX","BUDIMEX SA","Industrials","Equity","2,123,233.65","0.01","2,123,233.65","15,124.00","140.39","Poland","Warsaw Stock Exchange/Equities/Main Market","USD","4.02","PLN","-"
"6147","CHIPBOND TECHNOLOGY CORP","Information Technology","Equity","2,119,255.88","0.01","2,119,255.88","1,061,000.00","2.00","Taiwan","Gretai Securities Market","USD","32.09","TWD","-"
"1951","EXEO GROUP INC","Industrials","Equity","2,120,558.23","0.01","2,120,558.23","212,000.00","10.00","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"WPK","WINPAK LTD","Materials","Equity","2,120,849.02","0.01","2,120,849.02","62,068.00","34.17","Canada","Toronto Stock Exchange","USD","1.38","CAD","-"
"001450","HYUNDAI MARINE & FIRE INSURANCE LT","Financials","Equity","2,116,539.88","0.01","2,116,539.88","97,382.00","21.73","Korea (South)","Korea Exchange (Stock Market)","USD","1,380.30","KRW","-"
"7716","NAKANISHI INC","Health Care","Equity","2,117,339.87","0.01","2,117,339.87","125,300.00","16.90","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"PHP","PRIMARY HEALTH PROPERTIES REIT PLC","Real Estate","Equity","2,117,409.94","0.01","2,117,409.94","1,689,755.00","1.25","United Kingdom","London Stock Exchange","USD","0.77","GBP","-"
"1810","SEERA GROUP HOLDING","Consumer Discretionary","Equity","2,115,425.07","0.01","2,115,425.07","355,346.00","5.95","Saudi Arabia","Saudi Stock Exchange","USD","3.76","SAR","-"
"4208","UBE CORP","Materials","Equity","2,117,636.10","0.01","2,117,636.10","127,100.00","16.66","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"ILU","ILUKA RESOURCES LTD","Materials","Equity","2,113,129.34","0.01","2,113,129.34","547,344.00","3.86","Australia","Asx - All Markets","USD","1.51","AUD","-"
"2001","NIPPN CORP","Consumer Staples","Equity","2,113,456.65","0.01","2,113,456.65","146,400.00","14.44","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"009420","HANALL BIOPHARMA LTD","Health Care","Equity","2,107,566.47","0.01","2,107,566.47","61,115.00","34.49","Korea (South)","Korea Exchange (Stock Market)","USD","1,380.30","KRW","-"
"358","JIANGXI COPPER LTD H","Materials","Equity","2,107,507.29","0.01","2,107,507.29","1,142,000.00","1.85","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"241560","DOOSAN BOBCAT INC","Industrials","Equity","2,106,039.12","0.01","2,106,039.12","74,252.00","28.36","Korea (South)","Korea Exchange (Stock Market)","USD","1,380.30","KRW","-"
"8964","FRONTIER REAL ESTATE INVESTMENT TR","Real Estate","Equity","2,103,837.80","0.01","2,103,837.80","796.00","2,643.01","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"271560","ORION CORP","Consumer Staples","Equity","2,107,073.03","0.01","2,107,073.03","29,467.00","71.51","Korea (South)","Korea Exchange (Stock Market)","USD","1,380.30","KRW","-"
"639","SHOUGANG FUSHAN RESOURCES GROUP LT","Materials","Equity","2,107,265.34","0.01","2,107,265.34","5,848,000.00","0.36","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"SPI","SPIRE HEALTHCARE GROUP PLCINARY","Health Care","Equity","2,106,117.21","0.01","2,106,117.21","705,110.00","2.99","United Kingdom","London Stock Exchange","USD","0.77","GBP","-"
"VET","VERMILION ENERGY INC","Energy","Equity","2,103,839.12","0.01","2,103,839.12","214,860.00","9.79","Canada","Toronto Stock Exchange","USD","1.38","CAD","-"
"6414","ENNOCONN CORP","Information Technology","Equity","2,100,354.86","0.01","2,100,354.86","220,273.00","9.54","Taiwan","Taiwan Stock Exchange","USD","32.09","TWD","-"
"9003","SOTETSU HOLDINGS INC","Industrials","Equity","2,099,708.38","0.01","2,099,708.38","141,700.00","14.82","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"UNI","UNICAJA BANCO SA","Financials","Equity","2,103,321.46","0.01","2,103,321.46","1,807,023.00","1.16","Spain","Bolsa De Madrid","USD","0.93","EUR","-"
"6285","WISTRON NEWEB CORP","Information Technology","Equity","2,101,813.70","0.01","2,101,813.70","578,973.00","3.63","Taiwan","Taiwan Stock Exchange","USD","32.09","TWD","-"
"BDGI","BADGER INFRASTRUCTURE SOLUTIONS LT","Industrials","Equity","2,098,760.44","0.01","2,098,760.44","71,412.00","29.39","Canada","Toronto Stock Exchange","USD","1.38","CAD","-"
"E5H","GOLDEN AGRI RESOURCES LTD","Consumer Staples","Equity","2,099,603.59","0.01","2,099,603.59","9,728,900.00","0.22","Singapore","Singapore Exchange","USD","1.32","SGD","-"
"SWON","SOFTWAREONE HOLDING LTD","Information Technology","Equity","2,098,346.67","0.01","2,098,346.67","137,704.00","15.24","Switzerland","SIX Swiss Exchange","USD","0.87","CHF","-"
"101","HANG LUNG PROPERTIES LTD","Real Estate","Equity","2,094,926.29","0.01","2,094,926.29","2,516,000.00","0.83","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"5076","INFRONEER HOLDINGS INC","Industrials","Equity","2,093,308.56","0.01","2,093,308.56","278,576.00","7.51","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"IVSO","INVISIO","Industrials","Equity","2,094,174.16","0.01","2,094,174.16","82,698.00","25.32","Sweden","Nasdaq Omx Nordic","USD","10.58","SEK","-"
"IWG","INTERNATIONAL WORKPLACE GROUP","Real Estate","Equity","2,088,398.58","0.01","2,088,398.58","970,262.00","2.15","United Kingdom","London Stock Exchange","USD","0.77","GBP","-"
"LSG","LEROY SEAFOOD GROUP","Consumer Staples","Equity","2,088,600.31","0.01","2,088,600.31","434,318.00","4.81","Norway","Oslo Bors Asa","USD","10.97","NOK","-"
"6010","NATIONAL AGRICULTURE DEVELOPMENT","Consumer Staples","Equity","2,090,156.47","0.01","2,090,156.47","294,031.00","7.11","Saudi Arabia","Saudi Stock Exchange","USD","3.76","SAR","-"
"348370","ENCHEM LTD","Materials","Equity","2,085,922.92","0.01","2,085,922.92","16,058.00","129.90","Korea (South)","Korea Exchange (Kosdaq)","USD","1,380.30","KRW","-"
"7966","LINTEC CORP","Materials","Equity","2,084,339.41","0.01","2,084,339.41","100,200.00","20.80","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"003230","SAM YANG FOODS LTD","Consumer Staples","Equity","2,086,830.40","0.01","2,086,830.40","5,354.00","389.77","Korea (South)","Korea Exchange (Stock Market)","USD","1,380.30","KRW","-"
"2633","TAIWAN HIGH SPEED RAIL CORP","Industrials","Equity","2,084,731.16","0.01","2,084,731.16","2,303,000.00","0.91","Taiwan","Taiwan Stock Exchange","USD","32.09","TWD","-"
"300308","ZHONGJI INNOLIGHT LTD A","Information Technology","Equity","2,085,777.58","0.01","2,085,777.58","94,640.00","22.04","China","Shenzhen Stock Exchange","USD","7.11","CNY","-"
"MFG","MAGELLAN FINANCIAL GROUP LTD","Financials","Equity","2,083,433.51","0.01","2,083,433.51","280,677.00","7.42","Australia","Asx - All Markets","USD","1.51","AUD","-"
"TRMD A","TORM PLC CLASS A","Energy","Equity","2,083,606.53","0.01","2,083,606.53","77,264.00","26.97","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.91","DKK","-"
"BRAV","BRAVIDA HOLDING","Industrials","Equity","2,077,174.09","0.01","2,077,174.09","283,288.00","7.33","Sweden","Nasdaq Omx Nordic","USD","10.58","SEK","-"
"8956","NTT UD REIT INVESTMENT REIT CORP","Real Estate","Equity","2,078,789.41","0.01","2,078,789.41","2,863.00","726.09","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"SITES1A.1","OPERADORA DE SITES MEXICANOSD","Communication","Equity","2,077,630.98","0.01","2,077,630.98","2,324,855.00","0.89","Mexico","Bolsa Mexicana De Valores","USD","19.84","MXN","-"
"OSK","OSISKO MINING INC","Materials","Equity","2,078,715.22","0.01","2,078,715.22","588,693.00","3.53","Canada","Toronto Stock Exchange","USD","1.38","CAD","-"
"4150","ARRIYADH DEVELOPMENT","Real Estate","Equity","2,075,424.01","0.01","2,075,424.01","261,587.00","7.93","Saudi Arabia","Saudi Stock Exchange","USD","3.76","SAR","-"
"601919","COSCO SHIPPING HOLDINGS LTD A","Industrials","Equity","2,073,228.24","0.01","2,073,228.24","997,199.00","2.08","China","Shanghai Stock Exchange","USD","7.11","CNY","-"
"ANDINA.B","EMBOTELLADORA ANDINA SERIES B SA","Consumer Staples","Equity","2,076,341.92","0.01","2,076,341.92","658,656.00","3.15","Chile","Santiago Stock Exchange","USD","946.90","CLP","-"
"4041","NIPPON SODA LTD","Materials","Equity","2,073,469.82","0.01","2,073,469.82","126,600.00","16.38","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"PHOE","PHOENIX FINANCIAL LTD","Financials","Equity","2,073,748.00","0.01","2,073,748.00","192,340.00","10.78","Israel","Tel Aviv Stock Exchange","USD","3.79","ILS","-"
"RSW","RENISHAW PLC","Information Technology","Equity","2,073,453.95","0.01","2,073,453.95","49,233.00","42.12","United Kingdom","London Stock Exchange","USD","0.77","GBP","-"
"4681","RESORT TRUST INC","Consumer Discretionary","Equity","2,075,411.43","0.01","2,075,411.43","114,500.00","18.13","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"5105","TOYO TIRE CORP","Consumer Discretionary","Equity","2,076,153.64","0.01","2,076,153.64","147,000.00","14.12","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"688012","ADVANCED MICRO-FABRICATION EQUIPME","Information Technology","Equity","2,070,634.45","0.01","2,070,634.45","82,000.00","25.25","China","Shanghai Stock Exchange","USD","7.11","CNY","-"
"INRN","INTERROLL HOLDING AG","Industrials","Equity","2,071,139.97","0.01","2,071,139.97","775.00","2,672.44","Switzerland","SIX Swiss Exchange","USD","0.87","CHF","-"
"IOICORP","IOI CORPORATION","Consumer Staples","Equity","2,072,323.83","0.01","2,072,323.83","2,396,400.00","0.86","Malaysia","Bursa Malaysia","USD","4.35","MYR","-"
"HLUN B","H. LUNDBECK CLASS B","Health Care","Equity","2,068,016.47","0.01","2,068,016.47","322,060.00","6.42","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.91","DKK","-"
"601336","NEW CHINA LIFE INSURANCE LTD A","Financials","Equity","2,067,190.30","0.01","2,067,190.30","299,501.00","6.90","China","Shanghai Stock Exchange","USD","7.11","CNY","-"
"PTTGC.R","PTT GLOBAL CHEMICAL NON-VOTING DR","Materials","Equity","2,067,239.98","0.01","2,067,239.98","2,912,300.00","0.71","Thailand","Stock Exchange Of Thailand","USD","33.67","THB","-"
"000250","SAM CHUN DANG PHARM LTD","Health Care","Equity","2,066,130.84","0.01","2,066,130.84","22,962.00","89.98","Korea (South)","Korea Exchange (Kosdaq)","USD","1,380.30","KRW","-"
"003690","KOREAN REINSURANCE","Financials","Equity","2,063,602.84","0.01","2,063,602.84","313,010.00","6.59","Korea (South)","Korea Exchange (Stock Market)","USD","1,380.30","KRW","-"
"U14","UOL GROUP LTD","Real Estate","Equity","2,063,284.87","0.01","2,063,284.87","501,800.00","4.11","Singapore","Singapore Exchange","USD","1.32","SGD","-"
"AYA","AYA GOLD & SILVER INC","Materials","Equity","2,057,432.17","0.01","2,057,432.17","152,938.00","13.45","Canada","Toronto Stock Exchange","USD","1.38","CAD","-"
"4023","KUREHA CORP","Materials","Equity","2,061,063.79","0.01","2,061,063.79","111,900.00","18.42","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"2350","SAUDI KAYAN PETROCHEMICAL","Materials","Equity","2,058,348.26","0.01","2,058,348.26","996,283.00","2.07","Saudi Arabia","Saudi Stock Exchange","USD","3.76","SAR","-"
"1721","COMSYS HOLDINGS CORP","Industrials","Equity","2,055,289.32","0.01","2,055,289.32","101,700.00","20.21","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"GGPS3","GPS PARTICIPACOES E EMPREENDIMENTO","Industrials","Equity","2,056,064.13","0.01","2,056,064.13","657,658.00","3.13","Brazil","XBSP","USD","5.70","BRL","-"
