iShares Core MSCI Total International Stock ETF
Fund Holdings as of,"Oct 24, 2024"
Inception Date,"Oct 18, 2012"
Shares Outstanding,"547,900,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"1171","YANKUANG ENERGY GROUP COMPANY LTD","Energy","Equity","5,481,782.14","0.01","5,481,782.14","3,966,100.00","1.38","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","Jan 01, 1998"
"1326","FORMOSA CHEMICALS & FIBRE CORP","Materials","Equity","5,464,089.96","0.01","5,464,089.96","4,548,660.00","1.20","Taiwan","Taiwan Stock Exchange","USD","32.09","TWD","-"
"2376","GIGABYTE TECHNOLOGY LTD","Information Technology","Equity","5,460,324.38","0.01","5,460,324.38","649,000.00","8.41","Taiwan","Taiwan Stock Exchange","USD","32.09","TWD","-"
"BKW","BKW N AG","Utilities","Equity","5,457,307.94","0.01","5,457,307.94","30,265.00","180.32","Switzerland","SIX Swiss Exchange","USD","0.87","CHF","-"
"168","TSINGTAO BREWERY LTD H","Consumer Staples","Equity","5,448,333.11","0.01","5,448,333.11","784,000.00","6.95","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"DNP","DINO POLSKA SA","Consumer Staples","Equity","5,439,266.00","0.01","5,439,266.00","67,668.00","80.38","Poland","Warsaw Stock Exchange/Equities/Main Market","USD","4.02","PLN","-"
"AGL","AGL ENERGY LTD","Utilities","Equity","5,434,721.41","0.01","5,434,721.41","712,421.00","7.63","Australia","Asx - All Markets","USD","1.51","AUD","-"
"CPN.R","CENTRAL PATTANA NON-VOTING DR PCL","Real Estate","Equity","5,436,100.39","0.01","5,436,100.39","2,815,900.00","1.93","Thailand","Stock Exchange Of Thailand","USD","33.67","THB","-"
"HUB","HUB24 LTD","Financials","Equity","5,435,509.22","0.01","5,435,509.22","122,372.00","44.42","Australia","Asx - All Markets","USD","1.51","AUD","-"
"GALE","GALENICA AG","Health Care","Equity","5,431,907.88","0.01","5,431,907.88","61,388.00","88.48","Switzerland","SIX Swiss Exchange","USD","0.87","CHF","-"
"2413","M3 INC","Health Care","Equity","5,428,690.67","0.01","5,428,690.67","506,400.00","10.72","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"GLENMARK","GLENMARK PHARMACEUTICALS LTD","Health Care","Equity","5,425,898.51","0.01","5,425,898.51","272,429.00","19.92","India","National Stock Exchange Of India","USD","84.08","INR","-"
"1177","SINO BIOPHARMACEUTICAL LTD","Health Care","Equity","5,420,076.06","0.01","5,420,076.06","11,931,000.00","0.45","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"836","CHINA RESOURCES POWER LTD","Utilities","Equity","5,412,118.99","0.01","5,412,118.99","2,170,000.00","2.49","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"IGG","IG GROUP HOLDINGS PLC","Financials","Equity","5,412,424.06","0.01","5,412,424.06","450,322.00","12.02","United Kingdom","London Stock Exchange","USD","0.77","GBP","-"
"VBBR3","VIBRA ENERGIA SA","Consumer Discretionary","Equity","5,411,475.75","0.01","5,411,475.75","1,392,082.00","3.89","Brazil","XBSP","USD","5.70","BRL","-"
"IPN","IPSEN SA","Health Care","Equity","5,400,329.46","0.01","5,400,329.46","44,497.00","121.36","France","Nyse Euronext - Euronext Paris","USD","0.93","EUR","-"
"5332","TOTO LTD","Industrials","Equity","5,391,683.23","0.01","5,391,683.23","170,600.00","31.60","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"RNI","REINET INVESTMENTS S.C.A.","Financials","Equity","5,388,294.13","0.01","5,388,294.13","199,409.00","27.02","South Africa","Johannesburg Stock Exchange","USD","17.71","ZAR","-"
"3606","FUYAO GLASS INDUSTRY GROUP LTD H","Consumer Discretionary","Equity","5,363,653.33","0.01","5,363,653.33","728,000.00","7.37","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"601899","ZIJIN MINING GROUP LTD A","Materials","Equity","5,364,835.00","0.01","5,364,835.00","2,186,500.00","2.45","China","Shanghai Stock Exchange","USD","7.11","CNY","-"
"1816","CGN POWER LTD H","Utilities","Equity","5,357,750.19","0.01","5,357,750.19","14,711,000.00","0.36","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"GAMUDA","GAMUDA","Industrials","Equity","5,346,191.35","0.01","5,346,191.35","2,764,000.00","1.93","Malaysia","Bursa Malaysia","USD","4.35","MYR","-"
"GGBR4","GERDAU PREF SA","Materials","Equity","5,333,537.35","0.01","5,333,537.35","1,697,431.00","3.14","Brazil","XBSP","USD","5.70","BRL","-"
"MARICO","MARICO LTD","Consumer Staples","Equity","5,329,502.93","0.01","5,329,502.93","706,490.00","7.54","India","National Stock Exchange Of India","USD","84.08","INR","-"
"4768","OTSUKA CORP","Information Technology","Equity","5,322,203.94","0.01","5,322,203.94","239,200.00","22.25","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"BPI","BANK OF THE PHILIPPINE ISLANDS","Financials","Equity","5,319,201.95","0.01","5,319,201.95","2,214,931.00","2.40","Philippines","Philippine Stock Exchange Inc.","USD","57.88","PHP","-"
"INDUSINDBK","INDUSIND BANK LTD","Financials","Equity","5,300,870.85","0.01","5,300,870.85","348,177.00","15.22","India","National Stock Exchange Of India","USD","84.08","INR","-"
"FHZN","FLUGHAFEN ZUERICH AG","Industrials","Equity","5,292,556.19","0.01","5,292,556.19","22,408.00","236.19","Switzerland","SIX Swiss Exchange","USD","0.87","CHF","-"
"H78","HONGKONG LAND HOLDINGS LTD","Real Estate","Equity","5,294,580.00","0.01","5,294,580.00","1,340,400.00","3.95","Hong Kong","Singapore Exchange","USD","1.00","USD","-"
"RS1","RS GROUP PLC","Industrials","Equity","5,285,570.52","0.01","5,285,570.52","577,740.00","9.15","United Kingdom","London Stock Exchange","USD","0.77","GBP","-"
"5929","SANWA HOLDINGS CORP","Industrials","Equity","5,288,124.55","0.01","5,288,124.55","221,300.00","23.90","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"QAN","QANTAS AIRWAYS LTD","Industrials","Equity","5,275,254.43","0.01","5,275,254.43","1,005,366.00","5.25","Australia","Asx - All Markets","USD","1.51","AUD","-"
"TLX","TELIX PHARMACEUTICALS LTD","Health Care","Equity","5,276,256.62","0.01","5,276,256.62","370,641.00","14.24","Australia","Asx - All Markets","USD","1.51","AUD","-"
"TPEIR","PIRAEUS FINANCIAL HOLDINGS SA","Financials","Equity","5,270,390.53","0.01","5,270,390.53","1,348,376.00","3.91","Greece","Athens Exchange S.A. Cash Market","USD","0.93","EUR","-"
"6532","BAYCURRENT INC","Industrials","Equity","5,267,653.87","0.01","5,267,653.87","161,300.00","32.66","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"RED","REDEIA CORPORACION SA","Utilities","Equity","5,269,195.79","0.01","5,269,195.79","286,554.00","18.39","Spain","Bolsa De Madrid","USD","0.93","EUR","-"
"ELIS","ELIS SA","Industrials","Equity","5,264,464.34","0.01","5,264,464.34","238,068.00","22.11","France","Nyse Euronext - Euronext Paris","USD","0.93","EUR","-"
"JINDALSTEL","JINDAL STEEL AND POWER LTD","Materials","Equity","5,261,235.10","0.01","5,261,235.10","478,580.00","10.99","India","National Stock Exchange Of India","USD","84.08","INR","-"
"12","HENDERSON LAND DEVELOPMENT LTD","Real Estate","Equity","5,255,266.26","0.01","5,255,266.26","1,588,941.00","3.31","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"6409","VOLTRONIC POWER TECHNOLOGY CORP","Industrials","Equity","5,254,609.48","0.01","5,254,609.48","75,788.00","69.33","Taiwan","Taiwan Stock Exchange","USD","32.09","TWD","-"
"WDP","WAREHOUSES DE PAUW NV","Real Estate","Equity","5,233,765.06","0.01","5,233,765.06","216,780.00","24.14","Belgium","Nyse Euronext - Euronext Brussels","USD","0.93","EUR","-"
"CWB","CANADIAN WESTERN BANK","Financials","Equity","5,228,450.01","0.01","5,228,450.01","127,588.00","40.98","Canada","Toronto Stock Exchange","USD","1.38","CAD","-"
"NEX","NEXANS SA","Industrials","Equity","5,230,037.44","0.01","5,230,037.44","36,013.00","145.23","France","Nyse Euronext - Euronext Paris","USD","0.93","EUR","-"
"2912","PRESIDENT CHAIN STORE CORP","Consumer Staples","Equity","5,222,442.08","0.01","5,222,442.08","572,000.00","9.13","Taiwan","Taiwan Stock Exchange","USD","32.09","TWD","-"
"MPHASIS","MPHASIS LTD","Information Technology","Equity","5,212,379.26","0.01","5,212,379.26","141,426.00","36.86","India","National Stock Exchange Of India","USD","84.08","INR","-"
"PHNX","PHOENIX GROUP HOLDINGS PLC","Financials","Equity","5,208,040.26","0.01","5,208,040.26","784,198.00","6.64","United Kingdom","London Stock Exchange","USD","0.77","GBP","-"
"RAIL3","RUMO SA","Industrials","Equity","5,211,530.52","0.01","5,211,530.52","1,556,133.00","3.35","Brazil","XBSP","USD","5.70","BRL","-"
"BEPC","BROOKFIELD RENEWABLE SUBORDINATE V","Utilities","Equity","5,180,148.43","0.01","5,180,148.43","154,773.00","33.47","Canada","Toronto Stock Exchange","USD","1.38","CAD","-"
"RICHTER","GEDEON RICHTER","Health Care","Equity","5,173,440.68","0.01","5,173,440.68","176,812.00","29.26","Hungary","Budapest Stock Exchange","USD","373.21","HUF","-"
"5876","SHANGHAI COMMERCIAL LTD","Financials","Equity","5,169,642.23","0.01","5,169,642.23","4,243,007.00","1.22","Taiwan","Taiwan Stock Exchange","USD","32.09","TWD","-"
"1080","ARAB NATIONAL BANK","Financials","Equity","5,169,129.18","0.01","5,169,129.18","1,007,015.00","5.13","Saudi Arabia","Saudi Stock Exchange","USD","3.76","SAR","-"
"MIN","MINERAL RESOURCES LTD","Materials","Equity","5,140,597.54","0.01","5,140,597.54","215,802.00","23.82","Australia","Asx - All Markets","USD","1.51","AUD","-"
"8984","DAIWA HOUSE REIT CORP","Real Estate","Equity","5,136,712.53","0.01","5,136,712.53","3,378.00","1,520.64","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"8953","JAPAN METROPOLITAN FUND INVESTMENT","Real Estate","Equity","5,128,584.03","0.01","5,128,584.03","8,253.00","621.42","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"1038","CHEUNG KONG INFRASTRUCTURE HOLDING","Utilities","Equity","5,112,812.00","0.01","5,112,812.00","723,000.00","7.07","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"CS","CAPSTONE COPPER CORP","Materials","Equity","5,096,132.93","0.01","5,096,132.93","717,943.00","7.10","Canada","Toronto Stock Exchange","USD","1.38","CAD","-"
"TIGO SDB","MILLICOM INTERNATIONAL CELLULAR SD","Communication","Equity","5,089,218.29","0.01","5,089,218.29","182,577.00","27.87","Sweden","Nasdaq Omx Nordic","USD","10.58","SEK","-"
"8210","BUPA ARABIA","Financials","Equity","5,081,199.68","0.01","5,081,199.68","92,198.00","55.11","Saudi Arabia","Saudi Stock Exchange","USD","3.76","SAR","-"
"CTEC","CONVATEC GROUP PLC","Health Care","Equity","5,084,171.92","0.01","5,084,171.92","1,775,306.00","2.86","United Kingdom","London Stock Exchange","USD","0.77","GBP","-"
"MAERSK A","A P MOLLER MAERSK","Industrials","Equity","5,068,359.30","0.01","5,068,359.30","3,416.00","1,483.71","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.91","DKK","-"
"EMP.A","EMPIRE LTD CLASS A","Consumer Staples","Equity","5,069,375.38","0.01","5,069,375.38","174,418.00","29.06","Canada","Toronto Stock Exchange","USD","1.38","CAD","-"
"OPAP","GREEK ORGANISATION OF FOOTBALL PRO","Consumer Discretionary","Equity","5,066,619.52","0.01","5,066,619.52","298,309.00","16.98","Greece","Athens Exchange S.A. Cash Market","USD","0.93","EUR","-"
"BEN","BENDIGO AND ADELAIDE BANK LTD","Financials","Equity","5,064,671.48","0.01","5,064,671.48","620,731.00","8.16","Australia","Asx - All Markets","USD","1.51","AUD","-"
"BVIC","BRITVIC PLC","Consumer Staples","Equity","5,063,730.04","0.01","5,063,730.04","304,809.00","16.61","United Kingdom","London Stock Exchange","USD","0.77","GBP","-"
"KCHOL.E","KOC HOLDING A","Industrials","Equity","5,065,098.09","0.01","5,065,098.09","998,148.00","5.07","Turkey","Istanbul Stock Exchange","USD","34.23","TRY","-"
"PRMW","PRIMO WATER CORP","Consumer Staples","Equity","5,056,204.25","0.01","5,056,204.25","183,589.00","27.54","Canada","Toronto Stock Exchange","USD","1.38","CAD","-"
"F34","WILMAR INTERNATIONAL LTD","Consumer Staples","Equity","5,049,401.79","0.01","5,049,401.79","2,033,000.00","2.48","Singapore","Singapore Exchange","USD","1.32","SGD","-"
"POLYCAB","POLYCAB INDIA LTD","Industrials","Equity","5,042,100.57","0.01","5,042,100.57","65,196.00","77.34","India","National Stock Exchange Of India","USD","84.08","INR","-"
"SQN","SWISSQUOTE GROUP HOLDING SA","Financials","Equity","5,038,222.22","0.01","5,038,222.22","14,300.00","352.32","Switzerland","SIX Swiss Exchange","USD","0.87","CHF","-"
"005387","HYUNDAI MOTOR S2 PREF","Consumer Discretionary","Equity","5,027,389.55","0.01","5,027,389.55","41,134.00","122.22","Korea (South)","Korea Exchange (Stock Market)","USD","1,380.30","KRW","-"
"MRL","MERLIN PROPERTIES REIT SA","Real Estate","Equity","5,017,986.18","0.01","5,017,986.18","435,146.00","11.53","Spain","Bolsa De Madrid","USD","0.93","EUR","-"
"4151","KYOWA KIRIN LTD","Health Care","Equity","5,009,018.50","0.01","5,009,018.50","298,400.00","16.79","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"SUPREMEIND","SUPREME INDUSTRIES LTD","Materials","Equity","5,010,532.63","0.01","5,010,532.63","96,378.00","51.99","India","National Stock Exchange Of India","USD","84.08","INR","-"
"ASTRAL","ASTRAL LTD","Industrials","Equity","5,004,885.29","0.01","5,004,885.29","234,827.00","21.31","India","National Stock Exchange Of India","USD","84.08","INR","-"
"9142","KYUSHU RAILWAY","Industrials","Equity","5,007,965.24","0.01","5,007,965.24","192,500.00","26.02","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"BZ","KANZHUN AMERICAN DEPOSITORY SHARES","Communication","Equity","4,998,164.60","0.01","4,998,164.60","349,522.00","14.30","China","NASDAQ","USD","1.00","USD","-"
"U96","SEMBCORP INDUSTRIES LTD","Utilities","Equity","4,988,147.05","0.01","4,988,147.05","1,235,900.00","4.04","Singapore","Singapore Exchange","USD","1.32","SGD","-"
"REM","REMGRO LTD","Financials","Equity","4,984,004.13","0.01","4,984,004.13","553,457.00","9.01","South Africa","Johannesburg Stock Exchange","USD","17.71","ZAR","-"
"IHH","IHH HEALTHCARE","Health Care","Equity","4,979,254.14","0.01","4,979,254.14","2,921,700.00","1.70","Malaysia","Bursa Malaysia","USD","4.35","MYR","-"
"015760","KOREA ELECTRIC POWER CORP","Utilities","Equity","4,980,907.45","0.01","4,980,907.45","298,271.00","16.70","Korea (South)","Korea Exchange (Stock Market)","USD","1,380.30","KRW","-"
"2324","COMPAL ELECTRONICS INC","Information Technology","Equity","4,962,011.75","0.01","4,962,011.75","4,448,000.00","1.12","Taiwan","Taiwan Stock Exchange","USD","32.09","TWD","-"
"NRP","NEPI ROCKCASTLE NV","Real Estate","Equity","4,962,866.74","0.01","4,962,866.74","608,587.00","8.15","South Africa","Johannesburg Stock Exchange","USD","17.71","ZAR","-"
"BBSE3","BB SEGURIDADE SA","Financials","Equity","4,958,976.13","0.01","4,958,976.13","823,102.00","6.02","Brazil","XBSP","USD","5.70","BRL","-"
"MFSL","MAX FINANCIAL SERVICES LTD","Financials","Equity","4,951,698.41","0.01","4,951,698.41","323,285.00","15.32","India","National Stock Exchange Of India","USD","84.08","INR","-"
"2587","SUNTORY BEVERAGE & FOOD LTD","Consumer Staples","Equity","4,950,594.43","0.01","4,950,594.43","147,200.00","33.63","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"AMP","AMPLIFON","Health Care","Equity","4,946,500.99","0.01","4,946,500.99","166,044.00","29.79","Italy","Borsa Italiana","USD","0.93","EUR","-"
"PMETAL","PRESS METAL ALUMINIUM HOLDINGS","Materials","Equity","4,936,988.04","0.01","4,936,988.04","4,490,800.00","1.10","Malaysia","Bursa Malaysia","USD","4.35","MYR","-"
"TEG","TAG IMMOBILIEN AG","Real Estate","Equity","4,923,730.18","0.01","4,923,730.18","290,450.00","16.95","Germany","Xetra","USD","0.93","EUR","-"
"9041","KINTETSU GROUP HOLDINGS LTD","Industrials","Equity","4,922,989.27","0.01","4,922,989.27","214,100.00","22.99","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"2702","MCDONALDS HOLDINGS (JAPAN) LTD","Consumer Discretionary","Equity","4,916,595.35","0.01","4,916,595.35","116,700.00","42.13","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"2395","ADVANTECH LTD","Information Technology","Equity","4,912,528.49","0.01","4,912,528.49","495,756.00","9.91","Taiwan","Taiwan Stock Exchange","USD","32.09","TWD","-"
"7867","TOMY LTD","Consumer Discretionary","Equity","4,912,390.89","0.01","4,912,390.89","195,300.00","25.15","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"7261","MAZDA MOTOR CORP","Consumer Discretionary","Equity","4,910,308.08","0.01","4,910,308.08","705,700.00","6.96","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"5334","NITERRA LTD","Consumer Discretionary","Equity","4,909,932.20","0.01","4,909,932.20","173,700.00","28.27","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"FUNO11","FIBRA UNO ADMINISTRACION REIT SA","Real Estate","Equity","4,896,566.74","0.01","4,896,566.74","4,196,400.00","1.17","Mexico","Bolsa Mexicana De Valores","USD","19.84","MXN","-"
"CWY","CLEANAWAY WASTE MANAGEMENT LTD","Industrials","Equity","4,891,095.54","0.01","4,891,095.54","2,569,103.00","1.90","Australia","Asx - All Markets","USD","1.51","AUD","-"
"ANDR","ANDRITZ AG","Industrials","Equity","4,887,928.64","0.01","4,887,928.64","74,517.00","65.59","Austria","Wiener Boerse Ag","USD","0.93","EUR","-"
"LPP","LPP SA","Consumer Discretionary","Equity","4,883,527.35","0.01","4,883,527.35","1,268.00","3,851.36","Poland","Warsaw Stock Exchange/Equities/Main Market","USD","4.02","PLN","-"
"034730","SK INC","Industrials","Equity","4,883,520.97","0.01","4,883,520.97","46,328.00","105.41","Korea (South)","Korea Exchange (Stock Market)","USD","1,380.30","KRW","-"
"RBREW","ROYAL UNIBREW","Consumer Staples","Equity","4,878,681.31","0.01","4,878,681.31","62,588.00","77.95","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.91","DKK","-"
"SDF","STEADFAST GROUP LTD","Financials","Equity","4,876,763.75","0.01","4,876,763.75","1,353,908.00","3.60","Australia","Asx - All Markets","USD","1.51","AUD","-"
"TUPRS.E","TURKIYE PETROL RAFINERILERI A","Energy","Equity","4,875,133.22","0.01","4,875,133.22","1,142,985.00","4.27","Turkey","Istanbul Stock Exchange","USD","34.23","TRY","-"
"MARK","MASRAF AL RAYAN","Financials","Equity","4,870,447.70","0.01","4,870,447.70","7,568,630.00","0.64","Qatar","Qatar Exchange","USD","3.64","QAR","-"
"RDOR3","REDE DOR SAO LUIZ SA","Health Care","Equity","4,869,509.28","0.01","4,869,509.28","926,954.00","5.25","Brazil","XBSP","USD","5.70","BRL","-"
"HUH1V","HUHTAMAKI","Materials","Equity","4,862,579.45","0.01","4,862,579.45","122,509.00","39.69","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.93","EUR","-"
"NATIONALUM","NATIONAL ALUMINIUM CO LTD","Materials","Equity","4,861,883.04","0.01","4,861,883.04","1,805,942.00","2.69","India","National Stock Exchange Of India","USD","84.08","INR","-"
"CEN","CONTACT ENERGY LTD","Utilities","Equity","4,854,357.04","0.01","4,854,357.04","939,436.00","5.17","New Zealand","New Zealand Exchange Ltd","USD","1.66","NZD","-"
"DABUR","DABUR INDIA LTD","Consumer Staples","Equity","4,853,894.92","0.01","4,853,894.92","754,350.00","6.43","India","National Stock Exchange Of India","USD","84.08","INR","-"
"ELD","ELDORADO GOLD CORP","Materials","Equity","4,841,427.76","0.01","4,841,427.76","269,047.00","17.99","Canada","Toronto Stock Exchange","USD","1.38","CAD","-"
"SONACOMS","SONA BLW PRECISION FORGINGS LTD","Consumer Discretionary","Equity","4,837,781.98","0.01","4,837,781.98","557,610.00","8.68","India","National Stock Exchange Of India","USD","84.08","INR","-"
"WOR","WORLEY LTD","Industrials","Equity","4,831,359.09","0.01","4,831,359.09","513,268.00","9.41","Australia","Asx - All Markets","USD","1.51","AUD","-"
"AALB","AALBERTS NV","Industrials","Equity","4,825,859.89","0.01","4,825,859.89","131,531.00","36.69","Netherlands","Euronext Amsterdam","USD","0.93","EUR","-"
"HOLM B","HOLMEN CLASS B","Materials","Equity","4,823,969.90","0.01","4,823,969.90","120,807.00","39.93","Sweden","Nasdaq Omx Nordic","USD","10.58","SEK","-"
"064350","HYUNDAI-ROTEM","Industrials","Equity","4,825,776.14","0.01","4,825,776.14","104,733.00","46.08","Korea (South)","Korea Exchange (Stock Market)","USD","1,380.30","KRW","-"
"PLUS","PLUS500 LTD","Financials","Equity","4,824,821.93","0.01","4,824,821.93","152,344.00","31.67","United Kingdom","London Stock Exchange","USD","0.77","GBP","-"
"2383","ELITE MATERIAL LTD","Information Technology","Equity","4,820,232.77","0.01","4,820,232.77","361,000.00","13.35","Taiwan","Taiwan Stock Exchange","USD","32.09","TWD","-"
"4527","ROHTO PHARMACEUTICAL LTD","Consumer Staples","Equity","4,809,487.20","0.01","4,809,487.20","219,600.00","21.90","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"AMMN","AMMAN MINERAL INTERNASIONAL","Materials","Equity","4,803,631.58","0.01","4,803,631.58","8,112,800.00","0.59","Indonesia","Indonesia Stock Exchange","USD","15,580.00","IDR","-"
"OR","OSISKO GOLD ROYALTIES LTD","Materials","Equity","4,799,717.73","0.01","4,799,717.73","232,490.00","20.64","Canada","Toronto Stock Exchange","USD","1.38","CAD","-"
"HIK","HIKMA PHARMACEUTICALS PLC","Health Care","Equity","4,783,584.23","0.01","4,783,584.23","189,403.00","25.26","United Kingdom","London Stock Exchange","USD","0.77","GBP","-"
"6618","JD HEALTH INTERNATIONAL INC","Consumer Staples","Equity","4,772,179.22","0.01","4,772,179.22","1,343,550.00","3.55","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"KPITTECH","KPIT TECHNOLOGIES LTD","Information Technology","Equity","4,769,378.61","0.01","4,769,378.61","284,224.00","16.78","India","National Stock Exchange Of India","USD","84.08","INR","-"
"UTG","UNITE GROUP PLC","Real Estate","Equity","4,764,817.54","0.01","4,764,817.54","404,954.00","11.77","United Kingdom","London Stock Exchange","USD","0.77","GBP","-"
"8010","THE COOPERATIVE INSURANCE","Financials","Equity","4,754,423.32","0.01","4,754,423.32","129,403.00","36.74","Saudi Arabia","Saudi Stock Exchange","USD","3.76","SAR","-"
"RADICO","RADICO KHAITAN LTD","Consumer Staples","Equity","4,748,436.66","0.01","4,748,436.66","173,876.00","27.31","India","National Stock Exchange Of India","USD","84.08","INR","-"
"5110","SAUDI ELECTRICITY","Utilities","Equity","4,749,107.90","0.01","4,749,107.90","1,110,688.00","4.28","Saudi Arabia","Saudi Stock Exchange","USD","3.76","SAR","-"
"INW","INFRASTRUTTURE WIRELESS ITALIANE","Communication","Equity","4,745,968.35","0.01","4,745,968.35","417,420.00","11.37","Italy","Borsa Italiana","USD","0.93","EUR","-"
"4021","NISSAN CHEMICAL CORP","Materials","Equity","4,742,563.36","0.01","4,742,563.36","138,600.00","34.22","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"TATE","TATE AND LYLE PLC","Consumer Staples","Equity","4,737,711.43","0.01","4,737,711.43","480,429.00","9.86","United Kingdom","London Stock Exchange","USD","0.77","GBP","-"
"EMBASSY","EMBASSY OFFICE PARKS REIT UNITS","Real Estate","Equity","4,731,572.88","0.01","4,731,572.88","1,033,403.00","4.58","India","National Stock Exchange Of India","USD","84.08","INR","-"
"NEXI","NEXI","Financials","Equity","4,734,246.25","0.01","4,734,246.25","739,888.00","6.40","Italy","Borsa Italiana","USD","0.93","EUR","-"
"IPL","INCITEC PIVOT LTD","Materials","Equity","4,728,260.43","0.01","4,728,260.43","2,299,307.00","2.06","Australia","Asx - All Markets","USD","1.51","AUD","-"
"BBY","BALFOUR BEATTY PLC","Industrials","Equity","4,717,173.51","0.01","4,717,173.51","818,026.00","5.77","United Kingdom","London Stock Exchange","USD","0.77","GBP","-"
"6223","MPI CORP","Information Technology","Equity","4,716,513.72","0.01","4,716,513.72","176,000.00","26.80","Taiwan","Gretai Securities Market","USD","32.09","TWD","-"
"NXE","NEXGEN ENERGY LTD","Energy","Equity","4,718,531.36","0.01","4,718,531.36","623,517.00","7.57","Canada","Toronto Stock Exchange","USD","1.38","CAD","-"
"1308","SITC INTERNATIONAL HOLDINGS LTD","Industrials","Equity","4,719,205.45","0.01","4,719,205.45","1,619,000.00","2.91","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"2618","JD LOGISTICS INC","Industrials","Equity","4,713,034.64","0.01","4,713,034.64","2,288,900.00","2.06","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"3289","TOKYU FUDOSAN HOLDINGS CORP","Real Estate","Equity","4,705,713.78","0.01","4,705,713.78","733,400.00","6.42","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"DEMANT","DEMANT","Health Care","Equity","4,703,305.01","0.01","4,703,305.01","118,239.00","39.78","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.91","DKK","-"
"IP","INTERPUMP GROUP","Industrials","Equity","4,701,425.49","0.01","4,701,425.49","107,193.00","43.86","Italy","Borsa Italiana","USD","0.93","EUR","-"
"4183","MITSUI CHEMICALS INC","Materials","Equity","4,693,820.68","0.01","4,693,820.68","203,900.00","23.02","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"300059","EAST MONEY INFORMATION LTD A","Financials","Equity","4,685,374.97","0.01","4,685,374.97","1,505,116.00","3.11","China","Shenzhen Stock Exchange","USD","7.11","CNY","-"
"SUBC","SUBSEA SA","Energy","Equity","4,682,889.30","0.01","4,682,889.30","292,027.00","16.04","Norway","Oslo Bors Asa","USD","10.97","NOK","-"
"EDPR","EDP RENOVAVEIS SA","Utilities","Equity","4,675,997.53","0.01","4,675,997.53","334,670.00","13.97","Portugal","Nyse Euronext - Euronext Lisbon","USD","0.93","EUR","-"
"APN","ASPEN PHARMACARE LTD","Health Care","Equity","4,668,919.95","0.01","4,668,919.95","459,305.00","10.17","South Africa","Johannesburg Stock Exchange","USD","17.71","ZAR","-"
"UPL","UPL LTD","Materials","Equity","4,664,927.66","0.01","4,664,927.66","733,113.00","6.36","India","National Stock Exchange Of India","USD","84.08","INR","-"
"GL9","GLANBIA PLC","Consumer Staples","Equity","4,658,535.10","0.01","4,658,535.10","273,413.00","17.04","Ireland","Irish Stock Exchange - All Market","USD","0.93","EUR","-"
"BOSCHLTD","BOSCH LTD","Consumer Discretionary","Equity","4,654,193.82","0.01","4,654,193.82","10,855.00","428.76","India","National Stock Exchange Of India","USD","84.08","INR","-"
"5406","KOBE STEEL LTD","Materials","Equity","4,649,779.47","0.01","4,649,779.47","430,700.00","10.80","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
