iShares Russell 2000 ETF
Fund Holdings as of,"Oct 22, 2024"
Inception Date,"May 22, 2000"
Shares Outstanding,"314,150,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"FL","FOOT LOCKER INC","Consumer Discretionary","Equity","51,113,828.32","0.07","51,113,828.32","2,155,792.00","23.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PHIN","PHINIA INC","Consumer Discretionary","Equity","51,052,025.43","0.07","51,052,025.43","1,120,299.00","45.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TFIN","TRIUMPH FINANCIAL INC","Financials","Equity","50,993,874.24","0.07","50,993,874.24","571,488.00","89.23","United States","NASDAQ","USD","1.00","USD","-"
"CSTM","CONSTELLIUM SE CLASS A","Materials","Equity","50,982,799.77","0.07","50,982,799.77","3,414,789.00","14.93","Netherlands","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HI","HILLENBRAND INC","Industrials","Equity","50,878,551.96","0.07","50,878,551.96","1,814,499.00","28.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CABO","CABLE ONE INC","Communication","Equity","50,852,472.44","0.07","50,852,472.44","146,111.00","348.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APGE","APOGEE THERAPEUTICS INC","Health Care","Equity","50,820,698.36","0.07","50,820,698.36","981,284.00","51.79","United States","NASDAQ","USD","1.00","USD","-"
"NATL","NCR ATLEOS CORP","Financials","Equity","50,806,692.42","0.07","50,806,692.42","1,877,557.00","27.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PRG","PROG HOLDINGS INC","Financials","Equity","50,655,923.78","0.07","50,655,923.78","1,078,474.00","46.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ROIC","RETAIL OPPORTUNITY INVESTMENTS REI","Real Estate","Equity","50,508,421.52","0.07","50,508,421.52","3,223,256.00","15.67","United States","NASDAQ","USD","1.00","USD","-"
"MYRG","MYR GROUP INC","Industrials","Equity","50,460,082.40","0.07","50,460,082.40","422,968.00","119.30","United States","NASDAQ","USD","1.00","USD","-"
"GEO","GEO GROUP REIT INC","Industrials","Equity","50,243,729.40","0.07","50,243,729.40","3,231,108.00","15.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CNMD","CONMED CORP","Health Care","Equity","50,224,558.15","0.07","50,224,558.15","796,583.00","63.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INTA","INTAPP INC","Information Technology","Equity","50,138,999.35","0.07","50,138,999.35","1,015,165.00","49.39","United States","NASDAQ","USD","1.00","USD","-"
"PTON","PELOTON INTERACTIVE CLASS A INC","Consumer Discretionary","Equity","50,071,672.95","0.07","50,071,672.95","8,862,243.00","5.65","United States","NASDAQ","USD","1.00","USD","-"
"AMPH","AMPHASTAR PHARMACEUTICALS INC","Health Care","Equity","50,030,765.84","0.07","50,030,765.84","993,068.00","50.38","United States","NASDAQ","USD","1.00","USD","-"
"BE","BLOOM ENERGY CLASS A CORP","Industrials","Equity","50,033,975.74","0.07","50,033,975.74","5,142,238.00","9.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RNST","RENASANT CORP","Financials","Equity","49,689,685.22","0.07","49,689,685.22","1,530,326.00","32.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LBPH","LONGBOARD PHARMACEUTICALS INC","Health Care","Equity","49,633,689.60","0.07","49,633,689.60","835,584.00","59.40","United States","NASDAQ","USD","1.00","USD","-"
"VYX","NCR VOYIX CORP","Information Technology","Equity","49,604,997.00","0.07","49,604,997.00","3,815,769.00","13.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INSW","INTERNATIONAL SEAWAYS INC","Energy","Equity","49,534,270.21","0.07","49,534,270.21","1,032,179.00","47.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KOS","KOSMOS ENERGY LTD","Energy","Equity","49,472,672.40","0.07","49,472,672.40","12,125,655.00","4.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STRA","STRATEGIC EDUCATION INC","Consumer Discretionary","Equity","49,377,566.91","0.07","49,377,566.91","574,091.00","86.01","United States","NASDAQ","USD","1.00","USD","-"
"TTMI","TTM TECHNOLOGIES INC","Information Technology","Equity","49,368,769.56","0.07","49,368,769.56","2,609,343.00","18.92","United States","NASDAQ","USD","1.00","USD","-"
"DRH","DIAMONDROCK HOSPITALITY REIT","Real Estate","Equity","49,301,748.46","0.07","49,301,748.46","5,558,258.00","8.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KNTK","KINETIK HOLDINGS INC CLASS A","Energy","Equity","49,129,460.68","0.07","49,129,460.68","972,668.00","50.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HURN","HURON CONSULTING GROUP INC","Industrials","Equity","48,889,101.96","0.07","48,889,101.96","451,548.00","108.27","United States","NASDAQ","USD","1.00","USD","-"
"PRKS","UNITED PARKS AND RESORTS INC","Consumer Discretionary","Equity","48,827,229.39","0.07","48,827,229.39","924,233.00","52.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MRCY","MERCURY SYSTEMS INC","Industrials","Equity","48,824,365.16","0.07","48,824,365.16","1,423,036.00","34.31","United States","NASDAQ","USD","1.00","USD","-"
"OI","O I GLASS INC","Materials","Equity","48,777,420.16","0.07","48,777,420.16","4,011,301.00","12.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OMCL","OMNICELL INC","Health Care","Equity","48,500,096.10","0.07","48,500,096.10","1,180,051.00","41.10","United States","NASDAQ","USD","1.00","USD","-"
"SJW","SJW GROUP","Utilities","Equity","48,389,043.51","0.07","48,389,043.51","823,363.00","58.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NTB","BANK OF NT BUTTERFIELD & SON LTD","Financials","Equity","48,141,540.48","0.07","48,141,540.48","1,270,896.00","37.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ROG","ROGERS CORP","Information Technology","Equity","48,114,624.42","0.07","48,114,624.42","478,134.00","100.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CLDX","CELLDEX THERAPEUTICS INC","Health Care","Equity","47,953,129.80","0.07","47,953,129.80","1,667,355.00","28.76","United States","NASDAQ","USD","1.00","USD","-"
"EXTR","EXTREME NETWORKS INC","Information Technology","Equity","47,826,318.28","0.07","47,826,318.28","3,271,294.00","14.62","United States","NASDAQ","USD","1.00","USD","-"
"GPOR","GULFPORT ENERGY CORP","Energy","Equity","47,724,024.37","0.07","47,724,024.37","334,741.00","142.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WKC","WORLD KINECT CORP","Energy","Equity","47,545,093.51","0.07","47,545,093.51","1,515,623.00","31.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WSBC","WESBANCO INC","Financials","Equity","47,320,693.14","0.07","47,320,693.14","1,533,399.00","30.86","United States","NASDAQ","USD","1.00","USD","-"
"THS","TREEHOUSE FOODS INC","Consumer Staples","Equity","47,313,007.04","0.07","47,313,007.04","1,229,548.00","38.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FBK","FB FINANCIAL CORP","Financials","Equity","47,008,289.64","0.07","47,008,289.64","972,049.00","48.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RXST","RXSIGHT INC","Health Care","Equity","46,927,811.76","0.07","46,927,811.76","933,144.00","50.29","United States","NASDAQ","USD","1.00","USD","-"
"LGND","LIGAND PHARMACEUTICALS INC","Health Care","Equity","46,916,551.50","0.07","46,916,551.50","440,531.00","106.50","United States","NASDAQ","USD","1.00","USD","-"
"OFG","OFG BANCORP","Financials","Equity","46,825,050.70","0.07","46,825,050.70","1,167,707.00","40.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WLY","JOHN WILEY AND SONS INC CLASS A","Communication","Equity","46,686,395.19","0.07","46,686,395.19","942,969.00","49.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SMMT","SUMMIT THERAPEUTICS INC","Health Care","Equity","46,668,738.07","0.07","46,668,738.07","2,266,573.00","20.59","United States","NASDAQ","USD","1.00","USD","-"
"CASH","PATHWARD FINANCIAL INC","Financials","Equity","46,631,273.82","0.07","46,631,273.82","637,998.00","73.09","United States","NASDAQ","USD","1.00","USD","-"
"GOLF","ACUSHNET HOLDINGS CORP","Consumer Discretionary","Equity","46,485,018.84","0.07","46,485,018.84","754,382.00","61.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MCY","MERCURY GENERAL CORP","Financials","Equity","46,474,782.23","0.07","46,474,782.23","704,911.00","65.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PRVA","PRIVIA HEALTH GROUP INC","Health Care","Equity","46,142,681.66","0.07","46,142,681.66","2,617,282.00","17.63","United States","NASDAQ","USD","1.00","USD","-"
"PRM","PERIMETER SOLUTIONS SA","Materials","Equity","45,960,211.50","0.07","45,960,211.50","3,455,655.00","13.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STR","SITIO ROYALTIES CORP CLASS A","Energy","Equity","45,756,091.70","0.07","45,756,091.70","2,019,245.00","22.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IESC","IES INC","Industrials","Equity","45,698,000.04","0.07","45,698,000.04","213,972.00","213.57","United States","NASDAQ","USD","1.00","USD","-"
"CRGY","CRESCENT ENERGY CLASS A","Energy","Equity","45,580,584.96","0.07","45,580,584.96","3,681,792.00","12.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TRUP","TRUPANION INC","Financials","Equity","45,579,898.80","0.07","45,579,898.80","866,538.00","52.60","United States","NASDAQ","USD","1.00","USD","-"
"OCUL","OCULAR THERAPEUTIX INC","Health Care","Equity","45,571,092.00","0.07","45,571,092.00","4,032,840.00","11.30","United States","NASDAQ","USD","1.00","USD","-"
"LMAT","LEMAITRE VASCULAR INC","Health Care","Equity","45,368,182.20","0.07","45,368,182.20","519,860.00","87.27","United States","NASDAQ","USD","1.00","USD","-"
"MNKD","MANNKIND CORP","Health Care","Equity","45,265,962.32","0.07","45,265,962.32","6,817,163.00","6.64","United States","NASDAQ","USD","1.00","USD","-"
"CGON","CG ONCOLOGY INC","Health Care","Equity","45,232,013.04","0.07","45,232,013.04","1,223,148.00","36.98","United States","NASDAQ","USD","1.00","USD","-"
"KROS","KEROS THERAPEUTICS INC","Health Care","Equity","45,079,942.61","0.07","45,079,942.61","759,817.00","59.33","United States","NASDAQ","USD","1.00","USD","-"
"SYBT","STOCK YARDS BANCORP INC","Financials","Equity","45,007,998.87","0.07","45,007,998.87","695,319.00","64.73","United States","NASDAQ","USD","1.00","USD","-"
"SKWD","SKYWARD SPECIALTY INSURANCE GROUP","Financials","Equity","45,006,443.78","0.07","45,006,443.78","970,594.00","46.37","United States","NASDAQ","USD","1.00","USD","-"
"HROW","HARROW INC","Health Care","Equity","44,972,775.54","0.07","44,972,775.54","789,273.00","56.98","United States","NASDAQ","USD","1.00","USD","-"
"AGM","FEDERAL AGRICULTURAL MORTGAGE NON","Financials","Equity","44,952,722.10","0.07","44,952,722.10","241,098.00","186.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HEES","H AND E EQUIPMENT SERVICES INC","Industrials","Equity","44,914,993.50","0.06","44,914,993.50","832,530.00","53.95","United States","NASDAQ","USD","1.00","USD","-"
"BEAM","BEAM THERAPEUTICS INC","Health Care","Equity","44,899,379.58","0.06","44,899,379.58","1,974,467.00","22.74","United States","NASDAQ","USD","1.00","USD","-"
"ALKT","ALKAMI TECHNOLOGY INC","Information Technology","Equity","44,857,639.65","0.06","44,857,639.65","1,178,913.00","38.05","United States","NASDAQ","USD","1.00","USD","-"
"ALG","ALAMO GROUP INC","Industrials","Equity","44,768,445.47","0.06","44,768,445.47","262,433.00","170.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KAR","OPENLANE INC","Industrials","Equity","44,766,385.35","0.06","44,766,385.35","2,803,155.00","15.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PZZA","PAPA JOHNS INTERNATIONAL INC","Consumer Discretionary","Equity","44,740,562.30","0.06","44,740,562.30","860,230.00","52.01","United States","NASDAQ","USD","1.00","USD","-"
"ACAD","ACADIA PHARMACEUTICALS INC","Health Care","Equity","44,722,674.48","0.06","44,722,674.48","3,080,074.00","14.52","United States","NASDAQ","USD","1.00","USD","-"
"IMVT","IMMUNOVANT INC","Health Care","Equity","44,575,202.40","0.06","44,575,202.40","1,505,919.00","29.60","United States","NASDAQ","USD","1.00","USD","-"
"ENVX","ENOVIX CORP","Industrials","Equity","44,501,894.08","0.06","44,501,894.08","3,948,704.00","11.27","United States","NASDAQ","USD","1.00","USD","-"
"NVCR","NOVOCURE LTD","Health Care","Equity","44,485,756.40","0.06","44,485,756.40","2,754,536.00","16.15","United States","NASDAQ","USD","1.00","USD","-"
"OSW","ONESPAWORLD HOLDINGS LTD","Consumer Discretionary","Equity","44,353,081.95","0.06","44,353,081.95","2,616,701.00","16.95","United States","NASDAQ","USD","1.00","USD","-"
"MLKN","MILLERKNOLL INC","Industrials","Equity","44,338,778.00","0.06","44,338,778.00","1,819,400.00","24.37","United States","NASDAQ","USD","1.00","USD","-"
"EPC","EDGEWELL PERSONAL CARE","Consumer Staples","Equity","44,263,882.40","0.06","44,263,882.40","1,276,720.00","34.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ARVN","ARVINAS INC","Health Care","Equity","44,179,001.80","0.06","44,179,001.80","1,662,740.00","26.57","United States","NASDAQ","USD","1.00","USD","-"
"FCF","FIRST COMMONWEALTH FINANCIAL CORP","Financials","Equity","44,147,054.70","0.06","44,147,054.70","2,604,546.00","16.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TNC","TENNANT","Industrials","Equity","44,111,950.75","0.06","44,111,950.75","485,975.00","90.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STC","STEWART INFO SERVICES CORP","Financials","Equity","44,035,927.81","0.06","44,035,927.81","647,873.00","67.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FBNC","FIRST BANCORP","Financials","Equity","43,869,489.21","0.06","43,869,489.21","1,037,349.00","42.29","United States","NASDAQ","USD","1.00","USD","-"
"PDCO","PATTERSON COMPANIES INC","Health Care","Equity","43,727,213.40","0.06","43,727,213.40","2,050,995.00","21.32","United States","NASDAQ","USD","1.00","USD","-"
"NEO","NEOGENOMICS INC","Health Care","Equity","43,684,419.18","0.06","43,684,419.18","3,304,419.00","13.22","United States","NASDAQ","USD","1.00","USD","-"
"SUPN","SUPERNUS PHARMACEUTICALS INC","Health Care","Equity","43,616,155.44","0.06","43,616,155.44","1,293,864.00","33.71","United States","NASDAQ","USD","1.00","USD","-"
"NNI","NELNET INC CLASS A","Financials","Equity","43,409,128.02","0.06","43,409,128.02","385,482.00","112.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PD","PAGERDUTY INC","Information Technology","Equity","43,394,885.25","0.06","43,394,885.25","2,383,025.00","18.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DFIN","DONNELLEY FINANCIAL SOLUTIONS INC","Financials","Equity","43,339,716.48","0.06","43,339,716.48","673,814.00","64.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CWK","CUSHMAN AND WAKEFIELD PLC","Real Estate","Equity","43,316,399.10","0.06","43,316,399.10","3,370,926.00","12.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LZB","LA-Z-BOY INC","Consumer Discretionary","Equity","43,250,527.60","0.06","43,250,527.60","1,096,060.00","39.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APOG","APOGEE ENTERPRISES INC","Industrials","Equity","43,240,998.60","0.06","43,240,998.60","573,108.00","75.45","United States","NASDAQ","USD","1.00","USD","-"
"NWBI","NORTHWEST BANCSHARES INC","Financials","Equity","43,165,838.24","0.06","43,165,838.24","3,265,192.00","13.22","United States","NASDAQ","USD","1.00","USD","-"
"WGO","WINNEBAGO INDUSTRIES INC","Consumer Discretionary","Equity","42,902,366.82","0.06","42,902,366.82","739,441.00","58.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PLUG","PLUG POWER INC","Industrials","Equity","42,587,776.26","0.06","42,587,776.26","19,183,683.00","2.22","United States","NASDAQ","USD","1.00","USD","-"
"VECO","VEECO INSTRUMENTS INC","Information Technology","Equity","42,533,420.55","0.06","42,533,420.55","1,435,485.00","29.63","United States","NASDAQ","USD","1.00","USD","-"
"CHCO","CITY HOLDING","Financials","Equity","42,426,633.90","0.06","42,426,633.90","362,931.00","116.90","United States","NASDAQ","USD","1.00","USD","-"
"LKFN","LAKELAND FINANCIAL CORP","Financials","Equity","42,315,204.03","0.06","42,315,204.03","650,903.00","65.01","United States","NASDAQ","USD","1.00","USD","-"
"BCRX","BIOCRYST PHARMACEUTICALS INC","Health Care","Equity","42,267,113.10","0.06","42,267,113.10","5,316,618.00","7.95","United States","NASDAQ","USD","1.00","USD","-"
"GEF","GREIF INC CLASS A","Materials","Equity","42,206,025.24","0.06","42,206,025.24","662,367.00","63.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HE","HAWAIIAN ELECTRIC INDUSTRIES INC","Utilities","Equity","42,196,946.48","0.06","42,196,946.48","4,270,946.00","9.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GNL","GLOBAL NET LEASE INC","Real Estate","Equity","42,150,196.80","0.06","42,150,196.80","5,203,728.00","8.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LOB","LIVE OAK BANCSHARES INC","Financials","Equity","42,150,433.56","0.06","42,150,433.56","901,228.00","46.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MSGE","MADISON SQUARE GARDEN ENTERTAINMEN","Communication","Equity","42,114,100.19","0.06","42,114,100.19","998,201.00","42.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NRIX","NURIX THERAPEUTICS INC","Health Care","Equity","42,092,943.20","0.06","42,092,943.20","1,649,410.00","25.52","United States","NASDAQ","USD","1.00","USD","-"
"VSEC","VSE CORP","Industrials","Equity","41,951,057.24","0.06","41,951,057.24","412,417.00","101.72","United States","NASDAQ","USD","1.00","USD","-"
"PACS","PACS GROUP INC","Health Care","Equity","41,834,022.06","0.06","41,834,022.06","1,018,851.00","41.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HLIT","HARMONIC INC","Information Technology","Equity","41,644,784.62","0.06","41,644,784.62","2,864,153.00","14.54","United States","NASDAQ","USD","1.00","USD","-"
"TROX","TRONOX HOLDINGS PLC","Materials","Equity","41,582,057.88","0.06","41,582,057.88","3,098,514.00","13.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GBX","GREENBRIER INC","Industrials","Equity","41,359,075.52","0.06","41,359,075.52","792,016.00","52.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RAMP","LIVERAMP HOLDINGS INC","Information Technology","Equity","41,297,514.84","0.06","41,297,514.84","1,705,804.00","24.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SONO","SONOS INC","Consumer Discretionary","Equity","41,257,764.55","0.06","41,257,764.55","3,181,015.00","12.97","United States","NASDAQ","USD","1.00","USD","-"
"GTY","GETTY REALTY REIT CORP","Real Estate","Equity","41,184,014.76","0.06","41,184,014.76","1,279,404.00","32.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VERA","VERA THERAPEUTICS INC CLASS A","Health Care","Equity","41,034,051.60","0.06","41,034,051.60","1,007,960.00","40.71","United States","NASDAQ","USD","1.00","USD","-"
"SNDX","SYNDAX PHARMACEUTICALS INC","Health Care","Equity","40,936,662.04","0.06","40,936,662.04","2,136,569.00","19.16","United States","NASDAQ","USD","1.00","USD","-"
"PAGS","PAGSEGURO DIGITAL LTD CLASS A","Financials","Equity","40,870,752.83","0.06","40,870,752.83","4,930,127.00","8.29","Brazil","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FOXF","FOX FACTORY HOLDING CORP","Consumer Discretionary","Equity","40,825,281.03","0.06","40,825,281.03","1,091,877.00","37.39","United States","NASDAQ","USD","1.00","USD","-"
"RXRX","RECURSION PHARMACEUTICALS INC CLAS","Health Care","Equity","40,638,273.39","0.06","40,638,273.39","6,147,999.00","6.61","United States","NASDAQ","USD","1.00","USD","-"
"UCTT","ULTRA CLEAN HOLDINGS INC","Information Technology","Equity","40,561,625.32","0.06","40,561,625.32","1,152,974.00","35.18","United States","NASDAQ","USD","1.00","USD","-"
"ANDE","ANDERSONS INC","Consumer Staples","Equity","40,375,091.00","0.06","40,375,091.00","862,900.00","46.79","United States","NASDAQ","USD","1.00","USD","-"
"HLIO","HELIOS TECHNOLOGIES INC","Industrials","Equity","40,258,125.36","0.06","40,258,125.36","850,404.00","47.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LTH","LIFE TIME GROUP HOLDINGS INC","Consumer Discretionary","Equity","40,246,893.00","0.06","40,246,893.00","1,550,940.00","25.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AVPT","AVEPOINT INC CLASS A","Information Technology","Equity","40,172,555.10","0.06","40,172,555.10","3,333,822.00","12.05","United States","NASDAQ","USD","1.00","USD","-"
"WRBY","WARBY PARKER INC CLASS A","Consumer Discretionary","Equity","40,158,059.24","0.06","40,158,059.24","2,254,804.00","17.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MIRM","MIRUM PHARMACEUTICALS INC","Health Care","Equity","40,106,877.44","0.06","40,106,877.44","1,010,758.00","39.68","United States","NASDAQ","USD","1.00","USD","-"
"LTC","LTC PROPERTIES REIT INC","Real Estate","Equity","40,074,528.15","0.06","40,074,528.15","1,117,839.00","35.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SOUN","SOUNDHOUND AI INC CLASS A","Information Technology","Equity","40,068,152.55","0.06","40,068,152.55","7,603,065.00","5.27","United States","NASDAQ","USD","1.00","USD","-"
"TGLS","TECNOGLASS INC","Industrials","Equity","39,948,406.26","0.06","39,948,406.26","581,406.00","68.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BHE","BENCHMARK ELECTRONICS INC","Information Technology","Equity","39,900,932.07","0.06","39,900,932.07","932,047.00","42.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KN","KNOWLES CORP","Information Technology","Equity","39,851,392.49","0.06","39,851,392.49","2,304,881.00","17.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JBGS","JBG SMITH PROPERTIES","Real Estate","Equity","39,835,833.40","0.06","39,835,833.40","2,181,590.00","18.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WULF","TERAWULF INC","Information Technology","Equity","39,839,399.40","0.06","39,839,399.40","6,100,980.00","6.53","United States","NASDAQ","USD","1.00","USD","-"
"AGX","ARGAN INC","Industrials","Equity","39,823,158.48","0.06","39,823,158.48","318,178.00","125.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HTH","HILLTOP HOLDINGS INC","Financials","Equity","39,757,902.80","0.06","39,757,902.80","1,290,841.00","30.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TDOC","TELADOC HEALTH INC","Health Care","Equity","39,669,975.83","0.06","39,669,975.83","4,402,883.00","9.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VRTS","VIRTUS INVESTMENT PARTNERS INC","Financials","Equity","39,545,098.54","0.06","39,545,098.54","183,811.00","215.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NWN","NORTHWEST NATURAL HOLDING COMPANY","Utilities","Equity","39,539,696.75","0.06","39,539,696.75","975,085.00","40.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SCL","STEPAN","Materials","Equity","39,459,010.44","0.06","39,459,010.44","545,466.00","72.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CXW","CORECIVIC REIT INC","Industrials","Equity","39,408,268.98","0.06","39,408,268.98","2,851,539.00","13.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VRDN","VIRIDIAN THERAPEUTICS ORS INC","Health Care","Equity","39,377,752.44","0.06","39,377,752.44","1,611,201.00","24.44","United States","NASDAQ","USD","1.00","USD","-"
"MGNI","MAGNITE INC","Communication","Equity","39,376,781.76","0.06","39,376,781.76","3,262,368.00","12.07","United States","NASDAQ","USD","1.00","USD","-"
"UPBD","UPBOUND GROUP INC","Consumer Discretionary","Equity","39,275,792.36","0.06","39,275,792.36","1,384,901.00","28.36","United States","NASDAQ","USD","1.00","USD","-"
"ESRT","EMPIRE STATE REALTY REIT INC TRUST","Real Estate","Equity","39,092,837.68","0.06","39,092,837.68","3,496,676.00","11.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"XHR","XENIA HOTELS RESORTS REIT INC","Real Estate","Equity","39,085,692.50","0.06","39,085,692.50","2,695,565.00","14.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PEB","PEBBLEBROOK HOTEL TRUST REIT","Real Estate","Equity","39,034,123.95","0.06","39,034,123.95","3,135,271.00","12.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WT","WISDOMTREE INC","Financials","Equity","39,028,282.10","0.06","39,028,282.10","3,647,503.00","10.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"XPRO","EXPRO GROUP HOLDINGS NV","Energy","Equity","38,944,944.01","0.06","38,944,944.01","2,450,909.00","15.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TCBK","TRICO BANCSHARES","Financials","Equity","38,946,354.72","0.06","38,946,354.72","891,629.00","43.68","United States","NASDAQ","USD","1.00","USD","-"
"STAA","STAAR SURGICAL","Health Care","Equity","38,833,533.18","0.06","38,833,533.18","1,276,579.00","30.42","United States","NASDAQ","USD","1.00","USD","-"
"NTCT","NETSCOUT SYSTEMS INC","Information Technology","Equity","38,752,541.07","0.06","38,752,541.07","1,811,713.00","21.39","United States","NASDAQ","USD","1.00","USD","-"
"ELME","ELME","Real Estate","Equity","38,684,888.63","0.06","38,684,888.63","2,287,693.00","16.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NHC","NATIONAL HEALTHCARE CORP","Health Care","Equity","38,660,578.08","0.06","38,660,578.08","323,682.00","119.44","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"AMN","AMN HEALTHCARE INC","Health Care","Equity","38,653,754.10","0.06","38,653,754.10","974,874.00","39.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SASR","SANDY SPRING BANCORP INC","Financials","Equity","38,585,611.80","0.06","38,585,611.80","1,204,295.00","32.04","United States","NASDAQ","USD","1.00","USD","-"
"AMWD","AMERICAN WOODMARK CORP","Industrials","Equity","38,430,042.72","0.06","38,430,042.72","402,704.00","95.43","United States","NASDAQ","USD","1.00","USD","-"
"CODI","COMPASS DIVERSIFIED","Financials","Equity","38,423,298.80","0.06","38,423,298.80","1,827,940.00","21.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JANX","JANUX THERAPEUTICS INC","Health Care","Equity","38,318,016.00","0.06","38,318,016.00","725,720.00","52.80","United States","NASDAQ","USD","1.00","USD","-"
"MODG","TOPGOLF CALLAWAY BRANDS CORP","Consumer Discretionary","Equity","38,076,596.65","0.06","38,076,596.65","3,664,735.00","10.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
